subscriber_id,signup_date,plan_tier,region,churn
sub_00617,2024-12-20,Basic,Europe,0
sub_00618,2024-12-08,Basic,APAC,1
sub_00619,2025-05-04,Basic,North America,1
sub_00620,2025-03-08,Basic,Europe,0
sub_00621,2024-08-10,Basic,Europe,0
sub_00622,2024-07-09,Basic,North America,1
sub_00623,2025-02-18,Basic,Europe,0
sub_00624,2024-08-22,Basic,Europe,0
sub_00625,2024-04-10,Basic,Europe,1
sub_00626,2025-01-01,Basic,North America,0
sub_00627,2024-10-17,Basic,Europe,0
sub_00628,2024-09-26,Basic,North America,1
sub_00629,2024-06-20,Basic,Latin America,1
sub_00630,2024-09-27,Basic,Latin America,1
sub_00631,2024-01-06,Basic,North America,0
sub_00632,2024-10-25,Premium,North America,1
sub_00633,2024-08-10,Premium,North America,0
sub_00634,2024-09-18,Premium,Europe,1
sub_00635,2025-02-06,Standard,APAC,1
sub_00636,2024-02-12,Standard,Europe,1
sub_00637,2024-12-30,Basic,North America,0
sub_00638,2024-11-16,Premium,North America,1
sub_00639,2023-11-27,Premium,North America,0
sub_00640,2023-08-07,Premium,APAC,1
sub_00641,2024-02-22,Premium,Europe,0
sub_00642,2023-08-30,Standard,Europe,1
sub_00643,2023-10-14,Premium,North America,0
sub_00644,2024-07-07,Premium,Latin America,0
sub_00645,2023-12-13,Basic,North America,0
sub_00646,2024-10-24,Premium,APAC,1
sub_00647,2024-07-22,Basic,APAC,0
sub_00648,2024-05-29,Premium,Europe,0
sub_00649,2023-07-30,Premium,APAC,0
sub_00650,2023-10-18,Basic,North America,0
sub_00651,2024-07-01,Standard,Europe,0
sub_00652,2024-03-06,Basic,North America,0
sub_00653,2025-01-23,Premium,Europe,1
sub_00654,2023-11-19,Premium,North America,1
sub_00655,2024-05-17,Standard,North America,1
sub_00656,2024-05-31,Premium,North America,1
sub_00657,2023-12-16,Basic,North America,0
sub_00658,2024-03-20,Basic,Europe,1
sub_00659,2025-04-26,Standard,Europe,1
sub_00660,2024-11-22,Basic,North America,0
sub_00661,2025-02-10,Standard,Latin America,0
sub_00662,2024-01-07,Basic,Latin America,0
sub_00663,2025-05-22,Basic,North America,0
sub_00664,2025-01-23,Standard,North America,1
sub_00665,2024-04-15,Premium,Europe,0
sub_00666,2024-02-05,Basic,APAC,1
sub_00667,2024-06-21,Premium,North America,1
sub_00668,2023-10-09,Standard,APAC,1
sub_00669,2023-08-29,Basic,North America,0
sub_00670,2025-03-14,Standard,North America,0
sub_00671,2023-08-05,Standard,APAC,1
sub_00672,2024-04-03,Basic,Europe,0
sub_00673,2024-03-18,Standard,APAC,1
sub_00674,2025-04-09,Basic,North America,0
sub_00675,2024-03-28,Basic,North America,0
sub_00676,2024-01-14,Standard,North America,0
sub_00677,2024-04-27,Standard,North America,0
sub_00678,2025-04-17,Premium,North America,1
sub_00679,2024-06-07,Basic,Europe,1
sub_00680,2023-08-16,Premium,Europe,0
sub_00681,2024-01-16,Premium,Europe,0
sub_00682,2025-03-10,Premium,North America,1
sub_00683,2023-07-30,Premium,North America,0
sub_00684,2023-07-31,Basic,Europe,0
sub_00685,2025-02-15,Standard,North America,0
sub_00686,2023-11-21,Basic,APAC,1
sub_00687,2024-08-29,Premium,North America,0
sub_00688,2024-04-17,Standard,Europe,0
sub_00689,2024-08-02,Basic,APAC,0
sub_00690,2023-12-04,Premium,Europe,1
sub_00691,2023-07-04,Basic,Europe,0
sub_00692,2023-11-25,Standard,Europe,1
sub_00693,2023-08-20,Standard,North America,0
sub_00694,2023-08-09,Basic,Europe,0
sub_00695,2025-04-13,Standard,APAC,0
sub_00696,2024-12-17,Premium,Latin America,1
sub_00697,2024-01-17,Basic,Europe,0
sub_00698,2024-04-20,Standard,North America,1
sub_00699,2025-05-12,Basic,APAC,1
sub_00700,2025-04-09,Standard,Europe,0
sub_00701,2024-06-09,Basic,North America,0
sub_00702,2024-04-01,Premium,North America,0
sub_00703,2025-02-16,Premium,North America,0
sub_00704,2025-02-14,Basic,Europe,1
sub_00705,2025-03-16,Basic,North America,1
sub_00706,2024-05-08,Standard,North America,0
sub_00707,2025-06-11,Standard,North America,1
sub_00708,2024-05-03,Standard,Latin America,1
sub_00709,2024-07-11,Basic,North America,1
sub_00710,2024-07-18,Basic,North America,1
sub_00711,2024-02-16,Premium,Europe,0
sub_00712,2024-06-07,Standard,North America,1
sub_00713,2024-01-12,Premium,Latin America,1
sub_00714,2023-12-18,Standard,Latin America,1
sub_00715,2023-08-28,Premium,North America,0
sub_00716,2023-11-22,Basic,Europe,1
sub_00717,2024-06-11,Basic,North America,0
sub_00718,2024-06-29,Premium,North America,1
sub_00719,2024-12-30,Premium,North America,0
sub_00720,2024-04-13,Basic,North America,1
sub_00721,2025-03-09,Basic,North America,0
sub_00722,2023-08-20,Standard,Europe,1
sub_00723,2023-10-20,Standard,North America,0
sub_00724,2025-03-23,Basic,North America,0
sub_00725,2023-12-02,Premium,Europe,1
sub_00726,2025-03-25,Basic,Europe,1
sub_00727,2024-01-17,Standard,North America,1
sub_00728,2025-04-15,Basic,North America,1
sub_00729,2024-07-02,Basic,North America,1
sub_00730,2024-03-02,Standard,North America,1
sub_00731,2024-01-12,Basic,APAC,1
sub_00732,2024-08-21,Standard,Latin America,0
sub_00733,2023-08-27,Basic,North America,0
sub_00734,2023-12-10,Premium,North America,1
sub_00735,2025-01-18,Standard,APAC,1
sub_00736,2024-02-22,Premium,Europe,1
sub_00737,2024-01-10,Basic,North America,0
sub_00738,2024-10-21,Basic,North America,0
sub_00739,2024-01-05,Basic,Europe,1
sub_00740,2023-09-12,Standard,Europe,0
sub_00741,2023-11-09,Basic,North America,0
sub_00742,2023-12-19,Basic,North America,1
sub_00743,2024-03-19,Basic,North America,0
sub_00744,2024-12-05,Basic,North America,0
sub_00745,2023-11-25,Basic,Europe,0
sub_00746,2024-09-29,Basic,Europe,0
sub_00747,2024-05-31,Basic,Europe,0
sub_00748,2024-11-03,Standard,North America,1
sub_00749,2024-11-04,Basic,North America,0
sub_00750,2025-02-24,Basic,APAC,1
sub_00751,2023-07-29,Standard,Europe,1
sub_00752,2025-03-03,Premium,North America,0
sub_00753,2025-04-16,Basic,North America,1
sub_00754,2023-08-16,Standard,APAC,1
sub_00755,2024-05-15,Premium,APAC,0
sub_00756,2024-08-07,Standard,APAC,0
sub_00757,2024-01-05,Premium,Europe,0
sub_00758,2024-09-15,Premium,Europe,0
sub_00759,2025-03-17,Basic,Europe,1
sub_00760,2024-01-11,Standard,North America,0
sub_00761,2025-02-10,Standard,Europe,1
sub_00762,2024-05-17,Premium,Europe,0
sub_00763,2023-08-07,Standard,North America,0
sub_00764,2023-08-16,Basic,APAC,1
sub_00765,2024-10-01,Standard,North America,1
sub_00766,2023-12-06,Basic,North America,0
sub_00767,2024-04-04,Premium,North America,1
sub_00768,2024-07-08,Standard,APAC,0
sub_00769,2025-03-08,Standard,Latin America,1
sub_00770,2024-09-20,Premium,Europe,1
sub_00771,2024-03-07,Standard,Latin America,1
sub_00772,2023-07-11,Standard,APAC,1
sub_00773,2025-06-13,Premium,APAC,1
sub_00774,2024-01-20,Premium,APAC,0
sub_00775,2023-10-20,Premium,North America,1
sub_00776,2023-08-05,Basic,APAC,1
sub_00777,2024-08-17,Standard,Europe,1
sub_00778,2025-03-24,Basic,APAC,0
sub_00779,2024-12-04,Premium,North America,1
sub_00780,2023-10-17,Standard,APAC,0
sub_00781,2023-09-27,Standard,Latin America,1
sub_00782,2024-03-17,Basic,North America,0
sub_00783,2025-03-21,Basic,Latin America,1
sub_00784,2025-03-21,Standard,North America,0
sub_00785,2024-07-09,Basic,North America,1
sub_00786,2024-04-21,Basic,North America,0
sub_00787,2025-05-24,Premium,APAC,1
sub_00788,2024-02-11,Premium,Europe,1
sub_00789,2024-05-23,Basic,North America,1
sub_00790,2025-06-08,Basic,Europe,1
sub_00791,2025-04-09,Premium,North America,1
sub_00792,2024-07-26,Standard,Europe,0
sub_00793,2024-01-16,Standard,APAC,0
sub_00794,2023-11-04,Basic,Europe,1
sub_00795,2024-08-12,Basic,APAC,1
sub_00796,2024-11-17,Basic,Europe,0
sub_00797,2023-07-24,Standard,Latin America,0
sub_00798,2024-07-23,Basic,North America,1
sub_00799,2024-11-03,Basic,North America,0
sub_00800,2024-08-04,Standard,North America,1
sub_00801,2025-06-08,Premium,Europe,1
sub_00802,2024-11-12,Premium,Europe,0
sub_00803,2024-06-12,Standard,APAC,1
sub_00804,2023-08-29,Standard,North America,1
sub_00805,2024-01-05,Standard,North America,0
sub_00806,2023-12-05,Basic,Europe,0
sub_00807,2024-05-22,Standard,Latin America,0
sub_00808,2025-03-29,Standard,North America,0
sub_00809,2024-09-10,Standard,North America,0
sub_00810,2023-07-04,Premium,North America,0
sub_00811,2025-05-16,Premium,Europe,1
sub_00812,2023-09-26,Basic,North America,0
sub_00813,2024-02-12,Basic,North America,1
sub_00814,2024-11-25,Basic,Europe,1
sub_00815,2023-12-07,Basic,North America,0
sub_00816,2023-10-26,Basic,North America,1
sub_00817,2025-05-17,Basic,North America,1
sub_00818,2025-04-01,Premium,Latin America,1
sub_00819,2024-02-26,Standard,North America,1
sub_00820,2023-07-02,Premium,North America,0
sub_00821,2025-05-30,Basic,North America,0
sub_00822,2024-02-26,Basic,Europe,0
sub_00823,2025-03-11,Standard,APAC,0
sub_00824,2024-03-08,Basic,North America,1
sub_00825,2024-03-27,Basic,North America,1
sub_00826,2025-04-13,Premium,North America,0
sub_00827,2024-02-15,Basic,Europe,1
sub_00828,2023-09-13,Basic,Latin America,0
sub_00829,2023-10-07,Standard,Europe,1
sub_00830,2025-05-27,Standard,North America,1
sub_00831,2024-12-22,Standard,APAC,0
sub_00832,2024-12-26,Basic,APAC,1
sub_00833,2024-07-27,Premium,North America,1
sub_00834,2025-03-06,Basic,North America,0
sub_00835,2023-10-14,Standard,North America,1
sub_00836,2023-12-08,Standard,APAC,0
sub_00837,2023-11-16,Premium,Europe,0
sub_00838,2025-01-26,Basic,Europe,0
sub_00839,2025-06-06,Standard,APAC,0
sub_00840,2023-09-03,Basic,North America,1
sub_00841,2024-11-22,Basic,North America,0
sub_00842,2024-03-04,Basic,North America,0
sub_00843,2023-09-04,Standard,APAC,1
sub_00844,2025-05-22,Basic,Europe,1
sub_00845,2025-06-13,Standard,North America,1
sub_00846,2025-06-13,Basic,North America,0
sub_00847,2025-02-25,Premium,APAC,1
sub_00848,2025-05-11,Premium,APAC,0
sub_00849,2023-11-07,Basic,Europe,0
sub_00850,2024-04-09,Basic,North America,0
sub_00851,2023-07-16,Basic,Latin America,0
sub_00852,2023-11-21,Premium,APAC,0
sub_00853,2023-07-28,Basic,Europe,0
sub_00854,2024-12-28,Standard,Europe,0
sub_00855,2024-11-22,Standard,Latin America,0
sub_00856,2023-10-17,Premium,Latin America,1
sub_00857,2024-12-23,Standard,Europe,1
sub_00858,2025-05-07,Standard,North America,0
sub_00859,2024-02-23,Premium,North America,1
sub_00860,2023-11-21,Basic,APAC,0
sub_00861,2023-07-24,Premium,Europe,0
sub_00862,2023-08-22,Basic,North America,1
sub_00863,2025-03-22,Standard,North America,0
sub_00864,2023-12-12,Premium,Latin America,1
sub_00865,2023-10-20,Standard,APAC,1
sub_00866,2024-02-03,Standard,Latin America,0
sub_00867,2023-11-08,Basic,Europe,1
sub_00868,2023-10-26,Standard,APAC,0
sub_00869,2024-08-01,Basic,APAC,1
sub_00870,2025-05-19,Standard,North America,1
sub_00871,2024-07-25,Standard,North America,0
sub_00872,2025-01-23,Basic,Latin America,0
sub_00873,2025-03-27,Basic,North America,1
sub_00874,2025-03-19,Basic,Europe,1
sub_00875,2024-02-03,Basic,Europe,0
sub_00876,2024-06-20,Basic,Europe,1
sub_00877,2024-05-26,Premium,North America,0
sub_00878,2023-12-31,Standard,APAC,1
sub_00879,2024-05-20,Basic,North America,0
sub_00880,2024-03-22,Standard,APAC,1
sub_00881,2025-04-16,Premium,North America,0
sub_00882,2023-10-16,Basic,Europe,0
sub_00883,2024-07-30,Basic,APAC,0
sub_00884,2025-02-25,Basic,North America,0
sub_00885,2023-11-12,Basic,North America,0
sub_00886,2024-01-08,Premium,APAC,0
sub_00887,2025-05-10,Premium,North America,0
sub_00888,2025-01-29,Basic,North America,1
sub_00889,2025-06-05,Standard,Europe,1
sub_00890,2024-12-05,Basic,Latin America,1
sub_00891,2025-04-06,Standard,Europe,0
sub_00892,2024-01-25,Premium,North America,0
sub_00893,2024-06-07,Basic,Latin America,0
sub_00894,2023-07-16,Basic,Europe,0
sub_00895,2023-12-28,Standard,Europe,0
sub_00896,2024-04-05,Premium,North America,0
sub_00897,2024-06-17,Basic,North America,1
sub_00898,2025-05-08,Basic,North America,0
sub_00899,2025-04-27,Basic,Europe,1
sub_00900,2024-04-01,Standard,North America,1
sub_00901,2025-06-13,Standard,Europe,0
sub_00902,2025-05-17,Premium,North America,0
sub_00903,2025-01-11,Premium,North America,0
sub_00904,2023-09-22,Premium,North America,0
sub_00905,2024-07-23,Premium,Europe,0
sub_00906,2024-01-25,Basic,APAC,0
sub_00907,2024-08-26,Standard,North America,1
sub_00908,2025-02-13,Basic,North America,0
sub_00909,2024-09-24,Basic,North America,0
sub_00910,2025-04-12,Premium,APAC,1
sub_00911,2023-12-13,Standard,North America,1
sub_00912,2025-02-05,Premium,APAC,0
sub_00913,2024-09-20,Standard,North America,1
sub_00914,2023-07-16,Standard,North America,1
sub_00915,2024-04-19,Standard,APAC,0
sub_00916,2024-07-23,Basic,Europe,0
sub_00917,2024-05-24,Basic,North America,1
sub_00918,2023-12-03,Standard,Latin America,1
sub_00919,2024-12-16,Basic,North America,1
sub_00920,2024-03-18,Premium,North America,0
sub_00921,2023-10-01,Basic,North America,0
sub_00922,2024-05-03,Basic,Europe,0
sub_00923,2024-08-01,Premium,APAC,0
sub_00924,2025-03-05,Basic,North America,0
sub_00925,2024-12-21,Premium,Latin America,1
sub_00926,2023-08-09,Standard,Europe,0
sub_00927,2024-05-25,Basic,Latin America,0
sub_00928,2024-11-13,Standard,APAC,0
sub_00929,2024-08-21,Standard,Latin America,0
sub_00930,2024-04-29,Premium,Europe,1
sub_00931,2024-05-28,Premium,North America,1
sub_00932,2024-02-01,Standard,Europe,0
sub_00933,2024-12-14,Standard,Europe,1
sub_00934,2024-03-09,Basic,Europe,0
sub_00935,2024-08-04,Standard,APAC,1
sub_00936,2023-08-13,Premium,North America,1
sub_00937,2025-02-23,Standard,APAC,1
sub_00938,2025-03-02,Standard,North America,0
sub_00939,2024-07-21,Standard,Latin America,0
sub_00940,2024-06-18,Premium,North America,1
sub_00941,2024-02-08,Premium,North America,1
sub_00942,2024-08-31,Basic,APAC,1
sub_00943,2023-09-01,Basic,APAC,0
sub_00944,2024-07-12,Standard,APAC,0
sub_00945,2025-03-16,Standard,Latin America,1
sub_00946,2025-03-23,Standard,North America,0
sub_00947,2023-07-21,Basic,APAC,1
sub_00948,2025-03-12,Standard,North America,1
sub_00949,2023-08-08,Standard,Europe,0
sub_00950,2024-11-29,Standard,Europe,0
sub_00951,2025-04-11,Standard,North America,1
sub_00952,2024-11-10,Standard,Europe,0
sub_00953,2024-04-02,Standard,APAC,0
sub_00954,2024-08-14,Premium,North America,1
sub_00955,2023-12-02,Standard,Latin America,0
sub_00956,2024-04-05,Standard,Europe,1
sub_00957,2024-09-03,Standard,North America,1
sub_00958,2024-03-19,Basic,Europe,1
sub_00959,2023-07-22,Basic,North America,0
sub_00960,2024-08-26,Standard,North America,0
sub_00961,2025-02-27,Premium,Europe,1
sub_00962,2024-08-28,Standard,North America,1
sub_00963,2023-10-24,Basic,North America,1
sub_00964,2025-01-12,Standard,APAC,1
sub_00965,2023-08-07,Basic,North America,0
sub_00966,2024-04-21,Standard,APAC,1
sub_00967,2024-04-12,Premium,APAC,0
sub_00968,2024-11-01,Standard,North America,1
sub_00969,2023-08-27,Standard,Europe,0
sub_00970,2025-05-22,Basic,North America,0
sub_00971,2024-11-15,Standard,Europe,1
sub_00972,2024-08-21,Premium,North America,1
sub_00973,2024-07-10,Standard,Latin America,1
sub_00974,2024-07-12,Standard,North America,1
sub_00975,2025-03-03,Basic,Europe,1
sub_00976,2025-01-06,Basic,North America,0
sub_00977,2025-04-09,Basic,North America,1
sub_00978,2024-05-03,Basic,Europe,1
sub_00979,2024-10-08,Basic,Europe,0
sub_00980,2024-05-07,Premium,Latin America,1
sub_00981,2024-04-20,Standard,North America,0
sub_00982,2024-01-31,Basic,North America,0
sub_00983,2024-05-21,Basic,North America,0
sub_00984,2024-03-10,Basic,North America,1
sub_00985,2024-04-22,Premium,APAC,0
sub_00986,2024-03-06,Basic,Latin America,1
sub_00987,2024-04-01,Premium,APAC,0
sub_00988,2024-11-02,Premium,North America,0
sub_00989,2024-12-22,Basic,North America,1
sub_00990,2023-12-01,Standard,APAC,1
sub_00991,2024-10-14,Premium,North America,1
sub_00992,2024-05-19,Standard,Europe,0
sub_00993,2025-01-26,Basic,North America,0
sub_00994,2024-08-12,Premium,North America,0
sub_00995,2024-06-02,Premium,APAC,1
sub_00996,2024-03-25,Standard,North America,1
sub_00997,2024-06-05,Standard,Latin America,1
sub_00998,2024-10-01,Basic,North America,0
sub_00999,2023-07-29,Premium,North America,0
sub_01000,2024-06-14,Standard,North America,1
sub_01001,2023-11-16,Basic,North America,0
sub_01002,2024-01-06,Standard,Europe,0
sub_01003,2024-05-13,Premium,North America,1
sub_01004,2023-09-21,Premium,Europe,0
sub_01005,2025-03-17,Basic,APAC,0
sub_01006,2023-08-27,Basic,North America,1
sub_01007,2023-10-17,Premium,North America,1
sub_01008,2024-06-21,Premium,North America,0
sub_01009,2024-01-08,Standard,APAC,0
sub_01010,2024-06-09,Standard,Europe,1
sub_01011,2024-12-06,Standard,North America,1
sub_01012,2023-11-22,Standard,Europe,0
sub_01013,2024-12-22,Basic,Europe,1
sub_01014,2024-11-03,Basic,North America,1
sub_01015,2024-06-10,Basic,North America,1
sub_01016,2023-10-26,Premium,Latin America,1
sub_01017,2024-09-15,Basic,North America,0
sub_01018,2024-06-28,Basic,North America,1
sub_01019,2025-05-18,Standard,North America,0
sub_01020,2025-03-26,Basic,Europe,0
sub_01021,2025-05-07,Basic,Europe,1
sub_01022,2025-04-26,Standard,North America,1
sub_01023,2023-10-04,Basic,Europe,0
sub_01024,2023-10-23,Standard,Europe,0
sub_01025,2023-11-06,Premium,North America,0
sub_01026,2025-05-08,Basic,Latin America,0
sub_01027,2025-04-22,Premium,North America,0
sub_01028,2024-11-28,Premium,North America,0
sub_01029,2024-05-08,Premium,Latin America,0
sub_01030,2024-10-20,Standard,APAC,0
sub_01031,2024-07-02,Standard,North America,1
sub_01032,2025-02-13,Standard,APAC,0
sub_01033,2024-01-10,Standard,Europe,1
sub_01034,2024-11-04,Basic,North America,0
sub_01035,2025-04-30,Premium,APAC,0
sub_01036,2024-01-02,Standard,APAC,0
sub_01037,2023-09-09,Premium,North America,1
sub_01038,2025-06-06,Basic,Europe,1
sub_01039,2024-08-08,Basic,North America,0
sub_01040,2023-11-02,Standard,North America,0
sub_01041,2024-01-28,Standard,Latin America,1
sub_01042,2023-10-12,Standard,Europe,0
sub_01043,2024-08-23,Basic,Europe,1
sub_01044,2024-09-23,Basic,Europe,1
sub_01045,2024-01-26,Standard,Europe,1
sub_01046,2025-02-27,Basic,North America,1
sub_01047,2024-12-27,Premium,Latin America,0
sub_01048,2024-04-12,Basic,Europe,0
sub_01049,2024-02-24,Basic,Europe,0
sub_01050,2025-03-23,Basic,Europe,0
sub_01051,2024-06-18,Standard,North America,1
sub_01052,2024-09-28,Standard,North America,0
sub_01053,2024-06-22,Standard,North America,0
sub_01054,2023-07-31,Premium,North America,1
sub_01055,2025-04-23,Basic,Europe,0
sub_01056,2023-07-05,Standard,APAC,1
sub_01057,2024-07-30,Basic,North America,0
sub_01058,2023-12-12,Basic,North America,1
sub_01059,2024-08-17,Standard,Europe,0
sub_01060,2024-11-06,Basic,North America,0
sub_01061,2023-12-13,Standard,Latin America,1
sub_01062,2024-02-10,Standard,North America,0
sub_01063,2025-03-05,Standard,North America,1
sub_01064,2024-01-28,Standard,North America,1
sub_01065,2023-12-25,Standard,Latin America,0
sub_01066,2024-09-12,Basic,North America,1
sub_01067,2023-08-24,Basic,Europe,0
sub_01068,2024-03-15,Basic,North America,1
sub_01069,2024-10-21,Standard,North America,0
sub_01070,2025-06-09,Premium,APAC,0
sub_01071,2024-02-19,Basic,North America,1
sub_01072,2025-01-18,Standard,North America,1
sub_01073,2023-12-23,Premium,Europe,0
sub_01074,2024-06-06,Premium,APAC,1
sub_01075,2024-07-17,Standard,North America,1
sub_01076,2025-02-19,Standard,North America,1
sub_01077,2024-01-24,Standard,Latin America,0
sub_01078,2025-02-18,Premium,Europe,0
sub_01079,2024-08-21,Basic,APAC,0
sub_01080,2023-10-27,Premium,APAC,1
sub_01081,2023-08-28,Basic,Europe,1
sub_01082,2023-07-09,Premium,North America,1
sub_01083,2023-08-01,Basic,North America,1
sub_01084,2024-05-14,Basic,APAC,1
sub_01085,2025-01-24,Basic,APAC,0
sub_01086,2023-10-25,Standard,Latin America,1
sub_01087,2023-11-21,Basic,Europe,0
sub_01088,2023-07-08,Basic,North America,0
sub_01089,2024-03-07,Standard,Europe,1
sub_01090,2025-03-07,Standard,Europe,0
sub_01091,2024-06-21,Premium,Europe,1
sub_01092,2024-07-31,Premium,APAC,0
sub_01093,2023-10-22,Standard,Europe,1
sub_01094,2024-09-08,Basic,North America,0
sub_01095,2024-10-24,Basic,Europe,1
sub_01096,2025-04-20,Premium,Europe,1
sub_01097,2023-10-27,Basic,Latin America,0
sub_01098,2023-12-24,Standard,North America,0
sub_01099,2025-05-18,Premium,Europe,0
sub_01100,2024-08-10,Premium,Europe,0
sub_01101,2024-07-08,Standard,Europe,1
sub_01102,2024-07-15,Standard,North America,0
sub_01103,2023-08-29,Standard,APAC,1
sub_01104,2025-03-01,Premium,Latin America,0
sub_01105,2024-11-09,Basic,Europe,1
sub_01106,2025-02-07,Basic,Europe,1
sub_01107,2024-12-24,Standard,North America,0
sub_01108,2023-09-06,Basic,Europe,1
sub_01109,2023-08-13,Standard,Europe,1
sub_01110,2025-05-16,Basic,APAC,1
sub_01111,2024-03-21,Premium,North America,0
sub_01112,2025-01-01,Premium,APAC,1
sub_01113,2025-01-30,Standard,North America,0
sub_01114,2024-11-19,Premium,Europe,0
sub_01115,2025-01-28,Basic,Europe,0
sub_01116,2024-07-01,Standard,North America,0
sub_01117,2023-07-05,Basic,Europe,0
sub_01118,2024-04-23,Premium,APAC,0
sub_01119,2024-01-16,Premium,Europe,1
sub_01120,2024-06-28,Premium,North America,1
sub_01121,2025-06-07,Premium,Europe,0
sub_01122,2025-04-17,Premium,North America,0
sub_01123,2024-12-06,Basic,Europe,0
sub_01124,2024-12-24,Premium,Europe,0
sub_01125,2023-10-24,Standard,North America,0
sub_01126,2023-10-21,Standard,Europe,1
sub_01127,2023-10-14,Standard,APAC,1
sub_01128,2024-03-17,Basic,APAC,0
sub_01129,2024-05-14,Basic,North America,1
sub_01130,2024-03-09,Basic,North America,1
sub_01131,2024-08-29,Basic,Europe,1
sub_01132,2024-02-23,Standard,North America,0
sub_01133,2023-11-26,Premium,Europe,1
sub_01134,2023-12-18,Standard,North America,0
sub_01135,2024-04-03,Standard,North America,0
sub_01136,2025-05-06,Standard,Europe,0
sub_01137,2024-01-14,Standard,North America,1
sub_01138,2024-09-27,Basic,APAC,1
sub_01139,2024-01-01,Premium,North America,0
sub_01140,2024-05-26,Basic,Europe,0
sub_01141,2023-09-25,Standard,North America,1
sub_01142,2024-10-17,Premium,APAC,0
sub_01143,2023-08-20,Standard,APAC,0
sub_01144,2023-10-21,Premium,North America,0
sub_01145,2024-10-22,Basic,Europe,0
sub_01146,2024-07-06,Premium,North America,0
sub_01147,2024-06-01,Standard,Europe,1
sub_01148,2023-12-14,Premium,North America,1
sub_01149,2024-02-09,Standard,Europe,1
sub_01150,2023-10-15,Premium,North America,0
sub_01151,2024-09-25,Premium,APAC,0
sub_01152,2024-06-20,Standard,Europe,1
sub_01153,2024-08-12,Premium,Europe,1
sub_01154,2023-09-04,Standard,North America,1
sub_01155,2024-11-10,Standard,North America,0
sub_01156,2024-04-22,Premium,North America,0
sub_01157,2025-03-22,Basic,Latin America,0
sub_01158,2023-10-17,Standard,APAC,0
sub_01159,2024-09-14,Basic,North America,1
sub_01160,2024-10-16,Basic,APAC,1
sub_01161,2024-04-25,Premium,North America,0
sub_01162,2024-06-24,Basic,North America,0
sub_01163,2023-10-18,Basic,Europe,1
sub_01164,2024-06-01,Basic,North America,0
sub_01165,2024-06-11,Standard,North America,1
sub_01166,2025-04-02,Premium,Europe,1
sub_01167,2025-06-01,Premium,North America,0
sub_01168,2024-09-04,Basic,APAC,0
sub_01169,2023-07-03,Standard,Europe,0
sub_01170,2023-08-30,Standard,APAC,0
sub_01171,2024-03-23,Standard,Europe,0
sub_01172,2024-03-22,Standard,APAC,0
sub_01173,2024-09-09,Basic,North America,0
sub_01174,2025-02-09,Standard,Europe,0
sub_01175,2025-06-10,Standard,Europe,0
sub_01176,2024-10-17,Standard,Latin America,1
sub_01177,2024-11-02,Standard,North America,0
sub_01178,2025-01-30,Premium,Europe,0
sub_01179,2024-12-13,Standard,APAC,0
sub_01180,2025-05-30,Basic,North America,0
sub_01181,2024-04-07,Premium,APAC,1
sub_01182,2023-08-22,Premium,North America,1
sub_01183,2024-02-08,Basic,North America,0
sub_01184,2024-07-31,Standard,Europe,0
sub_01185,2024-08-20,Basic,Europe,1
sub_01186,2024-11-08,Standard,North America,1
sub_01187,2025-03-07,Basic,North America,0
sub_01188,2024-04-14,Standard,North America,1
sub_01189,2024-05-07,Basic,APAC,0
sub_01190,2025-06-11,Standard,APAC,0
sub_01191,2024-08-23,Premium,Europe,1
sub_01192,2024-11-29,Basic,North America,1
sub_01193,2025-02-15,Premium,Europe,1
sub_01194,2024-01-30,Premium,APAC,0
sub_01195,2024-06-05,Premium,APAC,0
sub_01196,2024-03-20,Basic,North America,0
sub_01197,2024-01-23,Premium,North America,0
sub_01198,2023-07-15,Basic,Latin America,0
sub_01199,2023-11-20,Basic,APAC,0
sub_01200,2024-03-29,Premium,North America,0
sub_01201,2023-09-26,Standard,APAC,1
sub_01202,2024-07-10,Standard,North America,1
sub_01203,2023-07-12,Basic,North America,0
sub_01204,2023-12-19,Premium,APAC,1
sub_01205,2024-03-07,Standard,Europe,0
sub_01206,2023-09-09,Standard,North America,1
sub_01207,2024-06-13,Premium,Latin America,1
sub_01208,2024-01-17,Basic,APAC,1
sub_01209,2024-11-25,Basic,North America,0
sub_01210,2023-07-28,Standard,Europe,1
sub_01211,2024-03-27,Premium,APAC,0
sub_01212,2023-12-05,Basic,Europe,0
sub_01213,2024-07-22,Basic,Latin America,0
sub_01214,2023-10-05,Basic,Europe,0
sub_01215,2025-04-24,Premium,North America,1
sub_01216,2025-03-27,Basic,North America,0
sub_01217,2024-06-18,Standard,APAC,0
sub_01218,2024-01-09,Premium,Latin America,0
sub_01219,2023-11-15,Basic,North America,1
sub_01220,2024-08-05,Standard,North America,1
sub_01221,2024-03-08,Standard,APAC,0
sub_01222,2024-05-16,Premium,North America,0
sub_01223,2023-07-29,Basic,North America,0
sub_01224,2024-03-05,Standard,APAC,0
sub_01225,2024-08-22,Basic,APAC,0
sub_01226,2023-07-23,Standard,APAC,0
sub_01227,2025-04-01,Premium,Europe,0
sub_01228,2023-07-13,Basic,North America,0
sub_01229,2025-02-26,Basic,Latin America,0
sub_01230,2024-11-22,Premium,North America,1
sub_01231,2023-11-06,Basic,North America,0
sub_01232,2024-01-08,Basic,APAC,1
sub_01233,2023-07-23,Standard,Europe,1
